epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.18031321465969086	0.041167452931404114	0.17462786566530047	0.1727069467306137	0.07480364292860031	0.1761999233479096
20.0	0.2295302152633667	0.050572194159030914	0.22000168428697592	0.21387024223804474	0.09533491730690002	0.2181537874412726
30.0	0.24161073565483093	0.052806343883275986	0.2462482531900657	0.22125279903411865	0.09689083695411682	0.23634138705797939
40.0	0.26219242811203003	0.056965988129377365	0.27452158186996284	0.2295302003622055	0.10076944530010223	0.25325266315535255
50.0	0.2711409330368042	0.06059649586677551	0.28290585344715485	0.23512303829193115	0.10114595293998718	0.259904961119013
60.0	0.27561521530151367	0.05952787026762962	0.28468908558298384	0.24093960225582123	0.10172275453805923	0.26298640016932534
70.0	0.27158838510513306	0.0590808279812336	0.27990219336179667	0.2454138845205307	0.10371658951044083	0.2644690235397936
80.0	0.27874723076820374	0.06065257638692856	0.2827345431256678	0.2454138696193695	0.10361869633197784	0.2635173776889037
90.0	0.2778523862361908	0.0604081004858017	0.2822766847346316	0.24765101075172424	0.10619492828845978	0.26560470489639626
100.0	0.27740493416786194	0.06053376570343971	0.28305203739140933	0.24384786188602448	0.1037546694278717	0.26417282986715085
110.0	0.2693512439727783	0.059382565319538116	0.2741190789801755	0.24429529905319214	0.10300007462501526	0.26072923570787293
120.0	0.26353469491004944	0.057916611433029175	0.27301789222709705	0.24116331338882446	0.10263743251562119	0.2606225105565447
130.0	0.26174497604370117	0.058620184659957886	0.27186939128622245	0.23914986848831177	0.10091710835695267	0.258921230856347
140.0	0.2666666805744171	0.05963505059480667	0.2760637306847488	0.236689031124115	0.10012231767177582	0.2581282751915303
150.0	0.26353469491004944	0.060704659670591354	0.27528961009888875	0.23512303829193115	0.09969152510166168	0.25747543654589256
160.0	0.2514541447162628	0.057490695267915726	0.2625343836557808	0.2302013337612152	0.09910111874341965	0.25047863536725323
170.0	0.26040270924568176	0.05915553495287895	0.27063423827706595	0.2328859269618988	0.10087446123361588	0.25454939431334983
180.0	0.2514541447162628	0.05693436414003372	0.2613976330678356	0.22841162979602814	0.0988502949476242	0.2484107870216683
190.0	0.2554810047149658	0.05807054787874222	0.2620813010484034	0.2241610735654831	0.09793395549058914	0.2445648846575705
200.0	0.24832215905189514	0.05721535533666611	0.25950332826872247	0.22505594789981842	0.09833920001983643	0.2462551943912642
210.0	0.2487695962190628	0.05551937595009804	0.2609085579916702	0.22080537676811218	0.09564033150672913	0.24382196236527473
220.0	0.25369128584861755	0.05759314447641373	0.2623927807900768	0.22214765846729279	0.09718718379735947	0.24397752004669865
230.0	0.244742751121521	0.05429690703749657	0.25253113581307246	0.21923936903476715	0.09596219658851624	0.2383020449823443
240.0	0.25234898924827576	0.05733655393123627	0.2622303610200708	0.2176733911037445	0.09663483500480652	0.24135816057746917
250.0	0.247427299618721	0.05528699606657028	0.2587414462174575	0.21387024223804474	0.09371019899845123	0.23754539163394392
