,url,电影名称,别名,全部名称,电影评分,评分人数,导演,编剧,主演,上映年份,首映日期,国家,语言,片长raw,片长,季数,集数,单集片长raw,单集片长,类型,剧情简介
0,https://movie.douban.com/subject/2147121/,偷偷爱着你 花ざかりの君たちへ：～イケメン♂パラダイス～,花样少男少女 / 花君 / Hana zakari no kimi tachi e: Ikemen paradaisu,偷偷爱着你 花ざかりの君たちへ：～イケメン♂パラダイス～ / 花样少男少女 / 花君 / Hana zakari no kimi tachi e: Ikemen paradaisu,8.1,66821,松田秀知,武藤将吾 / 中条比纱也,堀北真希 / 小栗旬 / 生田斗真 / 冈田将生 / 水岛宏 / 山本裕典 / 木村了 / 上川隆也 / 绀野真昼 / 石垣佑磨,2007,2007-07-03(日本),日本,日语,,,,12,54分钟,54,剧情,樱咲学园是一所寄宿制男子高中，众帅哥汇聚于此，引得少女们的疯狂追逐。某日，学校里来了位美国来的转学生——芦屋瑞稀（堀北真希饰），可是谁也不知道这个“他”竟然是女扮男装！ 其实瑞稀千里迢迢从美国而来全是为了一个人：佐野泉（小栗旬饰）。佐野曾经救过瑞稀，但是却意外受伤，后来还放弃了跳高事业，整个人充满了颓废气息。内疚的瑞稀就是回来“拯救”佐野的。 在帮助佐野重拾跳高的过程中，瑞稀还结识了许多好朋友：可爱率真的秀一（生田斗真饰）、花心风流的难波南（水嶋ヒロ饰）、充满神秘气息的萱岛大树（山本裕典饰）等等。瑞稀和他们共同谱写了一曲最美妙的青春乐章。
1,https://movie.douban.com/subject/1297068/,中南海保镖 中南海保镳,The Bodyguard from Beijing / The Defender,中南海保镖 中南海保镳 / The Bodyguard from Beijing / The Defender,7.8,110577,元奎,陈嘉上 / 陈建忠,李连杰 / 钟丽缇 / 郑则仕 / 邹兆龙 / 梁荣忠 / 黄锦江 / 元奎 / 伍卫国 / 朱威廉 / 迈克尔·米勒,1994,1994-07-28(中国香港),中国香港,粤语,93分钟,93,,,,,剧情 / 动作,香港地区一起杀人案的唯一目击证人Michelle（钟丽缇 饰）正被杀手追杀，因为其未婚夫是与大陆高层关系密切的富商，身手不凡的中国特警许正阳（李连杰 饰）便被中央委派去香港保护Michelle。 两人初接触时互看两生厌，但慢慢都发现了对方的优点并产生了感情，然而因为身 份和工作性质，许正阳尽量将感情压抑，却免不了在刻意回避时患得患失，就在两人感觉无从择决时，一个异常危险的杀手悄悄靠近了他们。
2,https://movie.douban.com/subject/1299769/,第六感生死缘 Meet Joe Black,情约今生(港) / 第六感生死恋 / 遇见死神,第六感生死缘 Meet Joe Black / 情约今生(港) / 第六感生死恋 / 遇见死神,8.0,103564,马丁·布莱斯特,Ron Osborn / Jeff Reno / 凯文·韦德 / 博·古德曼 / Alberto Casella / 沃尔特·费里斯 / 马克斯韦尔·安德森 / 格拉迪斯·雷曼,布拉德·皮特 / 安东尼·霍普金斯 / 克莱尔·弗兰妮 / 杰克·韦伯 / 马西娅·盖伊·哈登 / 杰弗里·塔伯 / David S. Howard / Richard Clarke / 玛丽路易丝·贝克 / 朱恩·斯奎布 / 吉恩·坎菲尔德 / 苏珊娜·赫弗纳 / Julie Lund / 斯蒂芬·阿德利·葛尔盖 / 埃里克·布鲁诺·伯格曼 / 卡德罗莎·奥娜·卡罗尔 / Brian Eggleston / Glenn Phillips / Dale Resteghini / 尼克·斯特拉特,1998,1998-11-13(美国),美国,英语 / 荷兰语,178分钟,178,,,,,爱情 / 奇幻,也许在爱情的天平上，神与人是平等的。 死神为了体验人世的悲欢，化身翩翩少年Joe Black(布拉德•皮特 Brad Pitt 饰) 降落到新闻媒体大亨William Parrish（安东尼•霍普金斯 Anthony Hopkins 饰）的家中。机缘巧合，Joe爱上了William的小女儿Susan （克莱尔•馥兰妮 Claire Forlani饰），品尝到人世间爱情的甘醇。这孩子般纯真的，迷恋花生酱的翩翩死神与他美丽端庄的，拥有夜色深邃眼睛的女孩会有着什么样不同寻常的奇遇？他们把爱情谱成乐章，邀你我一同聆听。
3,https://movie.douban.com/subject/1307681/,榴莲飘飘 榴槤飄飄,Durian Durian,榴莲飘飘 榴槤飄飄 / Durian Durian,7.7,38343,陈果,陈果 / Wai-Keung Chan / Zhi Min Sheng,秦海璐 / 麦惠芬 / Xiao Ming Biao / Wai Yiu Yung / Kwok-Ping Cheung / Fanny Fen-Ni / Qingyong Hu / 嘉嘉 / 李苹 / 李爽 / Zhihan Lu / Suet-man Mak / Kam Yiu Ngai / Ming Wong / Rong Yang,2000,2000-11-16(中国香港) / 2000-09-08(威尼斯电影节),中国大陆 / 中国香港 / 法国,汉语普通话 / 粤语,116分钟,116,,,,,剧情,学了九年京剧却在内地没有出路的阿燕（秦海璐）不得已来到旺角理智地化为妓女挣快钱，并给自己定下（做到双程护照到期的）期限，在所住小巷结识同样来自大陆但是非法入境的少女阿芬（麦惠芬）后，她被阿芬在逆境中的乐观与单纯打动，两人在异乡成为朋友。 返回牡丹江小镇换作另一种身份决定好好生活时，阿燕发现周围世界已与她所理解的大不相同，见识到现实中另外的（不同于在港时的）残酷与无情，心生失落，而当收到阿芬寄来的榴莲时，各种复杂滋味涌上她心头。
4,https://movie.douban.com/subject/3078386/,道林·格雷 Dorian Gray,美少年格雷的画像 / 墮落美少年(港) / 不死魔咒 / 道·格雷的画像 / 道·格雷,道林·格雷 Dorian Gray / 美少年格雷的画像 / 墮落美少年(港) / 不死魔咒 / 道·格雷的画像 / 道·格雷,6.8,45896,奥利弗·帕克,Toby Finlay / 奥斯卡·王尔德,本·巴恩斯 / 约翰·霍林沃思 / Cato Sandford / 皮普·托伦斯 / 费奥纳·肖 / 本·卓别林 / 卡罗琳·古多尔 / 玛瑞亚·达波 / 迈克尔·卡尔金 / 科林·费尔斯 / 艾米莉娅·福克斯 / Nathan Rosen / Jeff Lipman / Louise Kempton / 道格拉斯·韩歇尔 / 蕾切儿·哈伍德 / 约翰尼·哈里斯 / 大卫·斯特恩 / 乔·伍德考克 / 马克斯·艾恩斯 / 丽贝卡·豪尔 / 休·罗斯 / Jules Smith / 诺利·麦克库尔 / 若昂·科斯塔·梅内塞斯 / 丹尼尔·纽曼 / Tallulah Sheffield,2009,2009-09-11,英国,英语,112 分钟,112,,,,,剧情 / 惊悚 / 奇幻,穷小子道林格雷（本·巴恩斯 Ben Barnes 饰）从乡下来到伦敦，结识了社交场上的著名画家巴兹尔（本·卓别林 Ben Chaplin 饰）和绅士亨利（科林·费斯 Colin Firth 饰），两人见他长相俊美，所以引荐他进入社交名流圈。巴兹尔专门以他为人体模特，画了 一幅细腻入微、栩栩如生的半身肖像画，立刻引起社交圈的惊艳和赞叹。从此，格雷进入了名利场，每日过着五光十色的生活。一次偶然的机会，他爱上了小剧场演员塞西莉亚，两人一见钟情，私定终身。听说格雷要结婚，亨利便开始诱导他，不要相信婚姻，应该好好享受风月。于是，格雷跟爱人之间产生了矛盾，后来人们在河中发现了她怀孕的尸体，这让他非常震惊和懊恼，但是无力挽回。格雷彻底堕落，不断用女人、酒精甚至毒品麻醉自己。一个灵魂从此走上了邪恶的道路…… 本片根据英国作家王尔德发表于1891年的第一篇小说《道林·格雷的画像》改编。
5,https://movie.douban.com/subject/3642866/,维多利亚一号 維多利亞壹號,维多利亚的港湾 / Dream Home,维多利亚一号 維多利亞壹號 / 维多利亚的港湾 / Dream Home,7.3,68290,彭浩翔,彭浩翔 / 曾国祥 / 尹志文,何超仪 / 陈奕迅 / 周俊伟 / 曾国祥 / 单立文 / 王青 / 卢海鹏 / 麦浚龙 / 叶璇 / 徐少强 / 鲍起静 / 宋小澄 / 周楚濋 / 骆应钧 / 陈伟雄,2010,2010-05-13,中国香港,粤语,96分钟,96,,,,,剧情 / 恐怖 / 犯罪,某银行话务员邓丽嫦（何超仪 饰）自幼生长在一个平民家庭，她始终有一个情结，那就是努力赚钱买一套可以看得见大海的房子。为了这个目标，阿嫦努力工作，下班后还干着两份兼职，甚至和同事利用职务之便聚敛外快。眼看就要存够豪华大厦维多利亚一号的首付，但是偏偏赶上楼市疯涨的时候，签合 同当天房主反悔，宁可赔付违约金也不愿按原价出售。为了房子而不懈努力的阿嫦遭受巨大打击，在万圣节前夜，这个几近崩溃的女子带着一身杀意走进了维多利亚一号……
6,https://movie.douban.com/subject/1308480/,那时花开,Where Have All The Flowers Gone,那时花开 / Where Have All The Flowers Gone,7.0,20831,高晓松,高晓松,周迅 / 夏雨 / 朴树 / 李明 / 舒耀瑄 / 田震,2002,2002-05(中国大陆),中国大陆,汉语普通话,90分钟,90,,,,,爱情,他们的故事发生在大学期间，最美丽的岁月和最难忘的画面，都在迅速铺开。高举（夏雨 饰）在女朋友出国后迎来了一个乐队合伙人张扬（朴树 饰）。他们生性自由散漫，一天在礼堂顶上看着刚入学的新生，遇见了欢子（周迅 饰）。欢子在人群中耀眼的美丽让他们倾心，并开始了攻势。高举出于友谊第一的考虑，同意只在周六才和欢子一起。三人之间依稀的感情始终在青葱岁月里暗暗流动，他们在青春里，或许都有自己随心所欲的率性和幻想。 “后来，我们分道扬镳，发誓不再提起往事。欢子就象从我们手指间流走的那种叫作岁月的东西一样，偶而还会涌上心头。”在高举他们心中，这就是最好的时光。
7,https://movie.douban.com/subject/1915393/,娜娜2 NANA 2,娜娜Nana 2：与你有约,娜娜2 NANA 2 / 娜娜Nana 2：与你有约,6.4,31669,大谷健太郎,大谷健太郎,中岛美嘉 / 市川由衣 / 玉山铁二 / 姜畅雄 / 成宫宽贵 / 丸山智己 / 本乡奏多 / 伊藤由奈,2006,2006-12-09(日本),日本,日语,130 分钟,130,,,,,剧情 / 爱情,喧哗东京，同年出生的大崎娜娜（中岛美嘉 饰）和小松奈奈（市川由衣 饰）同住一起，各自经历着激荡绚烂的青春。娜娜和乐队BlackStone同心协力，携手朝着目标奋勇前进。虽然娜娜曾经发出警告，但是因失业而烦闷的奈奈还是未能抵挡Trapnest的队长一之濑巧（玉山铁二 饰）的诱惑，而与之陷入热恋。一向将工作放在首位而在男女之事上表现随便的巧，其作为自然引起周围人的不满，尤其是对奈奈心存爱恋的寺岛伸夫（市川由衣 饰）。伸夫的赤诚与执着，对比巧的冷漠轻浮，终于让痛苦的奈奈做出了决定。全新的恋情，全新的道路，这群年轻人还将经历更多的考验…… 本片根据矢泽爱的同名小说改编。
8,https://movie.douban.com/subject/1892510/,保姆日记 The Nanny Diaries,豪门保姆日记,保姆日记 The Nanny Diaries / 豪门保姆日记,6.9,45194,莎里·斯宾厄·伯曼 / 罗伯特·帕西尼,莎里·斯宾厄·伯曼 / 罗伯特·帕西尼,斯嘉丽·约翰逊 / 劳拉·琳妮 / 克里斯·埃文斯 / 保罗·吉亚玛提 / 唐纳·墨菲 / 约翰·亨利·考克斯 / 艾丽西亚·凯斯,2007,2007-08-24(美国),美国,英语,106 分钟,106,,,,,剧情 / 喜剧 / 爱情,安妮（斯嘉丽•约翰逊 饰），一名出身于普通工人家庭的纽约大学毕业生，带着母亲的殷切希望准备成为一名成功的职业女性。但是，就在安妮对自己的前途与未来感到迷茫的时候，一个意外却打破了她原本的生活轨迹，她在纽约上东区第五大道的X家找到了一份保姆的工作——全天候照顾X家四岁的儿子格莱尔。但是，这份收入不菲的工作却不像自己想象中那么轻松。 除了和任性淘气的格莱尔打交道外，安妮还要负责一些家中的杂活儿，同时隐瞒母亲自己现在的工作。而富有的X家似乎也不像那样光鲜，X先生整日忙着赚钱，不在家中；X太太则忙于购物、打扮、社交，偶尔还对安妮的工作吹毛求疵，夫妇俩不但无暇顾及儿子格莱尔，而且婚姻似乎还出现了裂痕。而此时，一个帅气的富家子弟哈佛（克里斯•伊文斯 饰）却闯进了她的生活。卷入这一切的安妮是否能当好这个富家保姆？她与哈佛将情归何处……
9,https://movie.douban.com/subject/1782006/,七龙珠 ドラゴンボール,龙珠 / Dragonball,七龙珠 ドラゴンボール / 龙珠 / Dragonball,9.3,90712,西尾大介,鸟山明,野泽雅子 / 八奈见乘儿 / 鹤广美,1986,1986-02-26(日本),日本,日语,,,,153,25 分钟,25,喜剧 / 动画 / 奇幻 / 冒险,很久很久以前，曾流传着这样一个传说：世界各地散落着七颗龙珠，只要集齐这些珠子，就可召唤出神龙，而神龙可以帮助你实现任何一个愿望。 住在深山中的小悟空本领高强，偶然的机会他随时尚少女布尔玛走出大山，四处寻找传说中的龙珠。期间碰上好色的鬼仙人与乌龙、一碰女人就面红耳赤的乐平、自大的小和尚克林，经历了各种各样的艰险和奇遇，也惹出一连串爆笑的故事。当然还有许多邪恶的家伙为了满足私欲寻找龙珠，与小悟空他们展开了连番激斗…… 根据鸟山明同名漫画改编。
