,url,电影名称,别名,全部名称,电影评分,评分人数,导演,编剧,主演,上映年份,首映日期,国家,语言,片长raw,片长,季数,集数,单集片长raw,单集片长,类型,剧情简介
0,https://movie.douban.com/subject/1301509/,修女也疯狂 Sister Act,,修女也疯狂 Sister Act,8.2,113037,埃米利·阿朵里诺,Joseph Howard,乌比·戈德堡 / 玛吉·史密斯 / 凯茜·纳基麦 / 温迪·麦基纳 / 哈威·凯特尔,1992,1992-05-29,美国,英语,100 分钟,100,,,,,喜剧 / 音乐 / 犯罪,夜总会女二流歌手迪劳丽丝（胡比•戈德堡）因意外目睹一桩谋杀被黑帮头目追杀，为逃脱杀手追击，她求助于警方，警方为保护她这个现场证人，安排她躲进世界上最安全的地方——一所修女院。 修女院沉寂冷清的生活令一向好动的迪劳丽丝难以忍受，遂晚上趁人不备跑出去唱歌跳舞，院长（玛吉·史密斯）担心她出事，将她安排到唱诗班里，她又嫌唱诗班异常糟糕，决定动手改造，于是在做弥撒时，唱诗班高唱起流行歌曲，不过歌词改成了赞美天主，谁想，此举竟受到教友的热烈欢迎，并引来教宗的专程前来欣赏。如此好玩的新闻，电视台岂肯放过？可是电视上一曝光，迪劳丽丝也被宣告要再次逃命。
1,https://movie.douban.com/subject/3734350/,暴力云与送子鹳 Partly Cloudy,局部多云 / 部分多云,暴力云与送子鹳 Partly Cloudy / 局部多云 / 部分多云,9.1,112002,彼得·孙,彼得·孙,Tony Fucile / Lori Richardson,2009,2009-05-29(美国),美国,无对白,5分49秒,5,,,,,喜剧 / 动画 / 短片 / 奇幻,皮克斯2009《飞屋环游记》加映短片。 在西方传说中有一种鸟名字叫“鹳”，这种鸟是运送孩子的。但是“鹳”运送的孩子又是从哪来的呢？原来，在天空的云层中，有生命的云朵们创造了这些“孩子”，而在这么多创造生命的云朵中，有一朵忧伤的“阴云”，它的名字叫“Gus”。它的特长是创造那些“攻击性很强”的孩子，比如鳄鱼宝宝，凶猛的豪猪宝宝和山羊宝宝。而它的伙伴Peck，一只鹳负责运送Gus的“作品”到人间。可是随着Gus的创造越来越疯狂，Peck运送这些“危险品”的任务变得越难越难，每次回来都是伤痕累累。直到一次，当Gus捧着一个鲨鱼宝宝交给他，已经筋疲力尽的Peck吓得远远的飞走了，而Gus伤心地哭了起来……
2,https://movie.douban.com/subject/1295409/,纵横四海 緃横四海,Once a Thief,纵横四海 緃横四海 / Once a Thief,8.8,429988,吴宇森,吴宇森 / 高志森 / 秦小珍,周润发 / 张国荣 / 钟楚红 / 朱江 / 曾江 / 胡枫 / 唐宁 / 邓一君,1991,1991-02-02(中国香港),中国香港,粤语 / 汉语普通话 / 客家话 / 英语 / 法语,108分钟,108,,,,,剧情 / 喜剧 / 动作 / 犯罪,砵仔糕（周润发 饰）、阿占（张国荣 饰）和红豆（钟楚红 饰）均是孤儿，在养父（曾江 饰）栽培下成为国际大盗。长大后成了帮他赚钱的艺术品大盗，而三人同时又认了警察（朱江 饰）为干爹。 法国巴黎博物馆内，名画《赫林之女仆》被人盗走。与此同时，阿海、阿占和红豆三人以敏捷身手盗得另一幅名画，在与法国大哥交易时得知名画《赫林之女仆》在妖气重重的古堡内，他们在曾江安排下成功地盗取此画之后，反被集团原凶曾江与法国大哥合谋设下陷阱，派人追杀灭口。阿海驾车与杀手快艇相撞…… 三人失散，数年后，他们在香港重聚，阿海“瘫痪”住在朱江家里，阿占和红豆已经结婚了。曾江又逼他们去偷画……
3,https://movie.douban.com/subject/2028645/,拆弹部队 The Hurt Locker,拆弹雄心(港) / 危机倒数(台) / 反恐防暴部队,拆弹部队 The Hurt Locker / 拆弹雄心(港) / 危机倒数(台) / 反恐防暴部队,7.8,177476,凯瑟琳·毕格罗,马克·鲍尔,杰瑞米·雷纳 / 安东尼·麦凯 / 布莱恩·格拉格提 / 克里斯托弗·沙耶 / 大卫·摩斯 / 拉尔夫·费因斯 / 盖·皮尔斯 / 克里斯蒂安·卡玛戈 / 伊万杰琳·莉莉,2008,2008-09-04(威尼斯电影节) / 2009-07-31(美国),美国,英语,131 分钟,131,,,,,剧情 / 惊悚 / 战争,美军侵入伊拉克后，上士威廉姆斯•詹姆斯（杰瑞米•雷纳 Jeremy Renner 饰）被调入陆军亡命连拆弹组，接替刚在巴格达执行任务中牺牲的同事。拆弹组另两人，负责联络的士官桑波恩（安东尼•麦凯 Anthony Mackie 饰）和负责掩护的特种兵欧文（布莱恩•杰拉蒂 Brian Geraghty 饰）对意气用事的威廉姆斯相当反感。但在联合国大楼的拆弹行动中，抗拒命令强行拆弹的威廉姆斯却得到上校瑞德（大卫•莫尔斯 David Morse 饰）的赞赏。在一次仓库拆弹任务中，威廉姆斯认为被用作尸体炸弹的伊拉克小男孩是他在军营认识的卖盗版DVD的贝克汉姆（克里斯托佛•萨伊 Christopher Sayegh 饰）。小贝克汉姆的死让威廉姆斯更为疯狂，竟私离军营单枪匹马入城调查…… 本片荣获2010年第82届奥斯卡最佳影片、最佳导演、最佳原创剧本、最佳剪辑、最佳音效剪辑、最佳音响效果等6项大奖。
4,https://movie.douban.com/subject/1298898/,暗战 暗戰,谈判专家(台) / Running Out of Time,暗战 暗戰 / 谈判专家(台) / Running Out of Time,8.6,252765,杜琪峰,游乃海 / 劳伦特·考蒂奥德 / 朱连·卡邦,刘德华 / 刘青云 / 蒙嘉慧 / 李子雄 / 许绍雄 / 林雪 / 黄卓玲 / 艾威 / 林伟健 / Robert Sparks / 洪伟良 / 罗靖庭 / 邱万城 / Paco Yick / South Kei Lee / 张浚鸿 / 李子明 / 李寿祺,1999,1999-09-23(中国香港),中国香港,粤语 / 英语,93 分钟,93,,,,,剧情 / 动作 / 犯罪,大盗张彼德（刘德华）得知生命只剩四周时，决定为死于黑道老大（李子雄）之手的父亲报仇，为此他精心设计打劫了黑道老大的运输公司隔壁的财务公司，并挟持人质引来因得罪上级被转调文职的高级谈判专家何尚生（刘青云）。 何尚生在同张彼德展开追逐时，虽屡战屡败，却渐了解到黑帮老大实则借 助运输公司做非法走私珠宝的生意，于是同张彼德化敌为友，携手同黑帮势力展开了斗智斗勇的游戏。而张彼德在逃避何尚生追逐的过程中无意结识女孩梁婉婷（蒙嘉慧）后，在生命的尽头获得一份浪漫奇缘。
5,https://movie.douban.com/subject/1316572/,导盲犬小Q クイール,再见了！可鲁 / Quill,导盲犬小Q クイール / 再见了！可鲁 / Quill,8.5,137596,崔洋一,丸山升一 / 中村义洋,小林薰 / 椎名桔平 / 香川照之 / 户田惠子 / 黑谷友香,2004,2004-03-13(日本),日本,日语,100分钟,100,,,,,剧情,一只可爱的拉布拉多犬被选去接受导盲犬的培训。为了让它与人类建立感情，它被寄养在一对夫妇的家里，因为身上有一个棕色的胎记，像一只飞翔的海鸥，便给它取名小Q。训练十分艰苦，但小Q还是成为了导盲犬，认识了第一位主人渡边先生，可是渡边先生却怀疑。情况刚有了好转，渡边先生却病倒了，小Q只好回到了训练中心。 小Q已经在训练中心度过了7年，这时它又能回到了“养父母”的家了，可是它却患病了……
6,https://movie.douban.com/subject/1292048/,蓝白红三部曲之蓝 Trois couleurs: Bleu,蓝 / 蓝色情挑(台) / 三色之蓝色篇 / 三色：蓝 / 蓝色 / Three Colors: Blue,蓝白红三部曲之蓝 Trois couleurs: Bleu / 蓝 / 蓝色情挑(台) / 三色之蓝色篇 / 三色：蓝 / 蓝色 / Three Colors: Blue,8.5,137779,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基 / 克日什托夫·皮耶谢维奇 / 阿格涅丝卡·霍兰 / 爱德华·泽布罗夫斯基 / 斯拉沃米尔·埃迪扎克,朱丽叶·比诺什 / 贝努特·里格恩特 / 弗罗伦斯·派梅尔 / 夏洛特·韦里 / 海伦·文森特 / 菲利普·沃特 / 克洛德·迪内通 / 休格·奎斯特 / 埃玛妞·丽娃 / 弗洛伦斯·维尼翁 / 亚采克·奥斯塔斯泽斯基 / 扬·特雷古埃特 / 阿兰·奥利维尔 / 朱莉·德尔佩 / 泽比纽·扎马洲斯基,1993,1993-09-08(法国) / 1993-10-10(波兰),法国 / 波兰 / 瑞士,法语 / 波兰语 / 罗马尼亚语,98分钟,98,,,,,剧情 / 爱情 / 音乐,这么多年来，朱莉（朱丽叶·比诺什 Juliette Binoche饰）一直默默支持丈夫的创作事业，照顾5岁的孩子，平静的生活由一场车祸打破。丈夫和女儿的过世，令刚刚在病床上醒来的朱莉大为悲痛。她曾经想一死了之，出院后又生归隐之心，她把丈夫的曲谱付之一炬，以明隔离过往的决心。人间生活对于万念俱灰的朱莉来说，已经无关紧要。 然而，现实却防不胜防地进入她的生活，让她开始思考自己对待生活的态度。同时，丈夫的朋友把丈夫留下的残稿发表在媒体上，声称要为这首曲续完。这件事意外地让朱莉得知，曲子原来跟一个女人有关。这个女人，肚中已怀有丈夫的骨肉。 朱莉终于获得了心灵的自由，有勇气迎接新的生活和新的感情，她的人生开始转变。
7,https://movie.douban.com/subject/1291856/,戏梦巴黎 The Dreamers,梦想家 / 巴黎初体验 / 爱作爱作梦 / Innocents / Paris '68,戏梦巴黎 The Dreamers / 梦想家 / 巴黎初体验 / 爱作爱作梦 / Innocents / Paris '68,8.1,218305,贝纳尔多·贝托鲁奇,吉尔伯特·阿代尔,迈克尔·皮特 / 伊娃·格林 / 路易·加瑞尔 / 安娜·钱斯勒 / 罗宾·瑞努奇 / 琼-皮尔里·卡尔弗恩 / 让-皮埃尔·利奥德 / 吉尔伯特·阿代尔 / 让-保罗·贝尔蒙多 / 亨利·朗格卢瓦 / 珍·茜宝 / 弗朗索瓦·特吕弗 / 亚历珊德拉·耶尔马克 / Lola Peploe / Florian Cadiou / Valentin Merlet / Ingy Fillion / Pierre Hancisse,2003,2003-09-01(威尼斯电影节) / 2003-10-10(法国),法国 / 英国 / 意大利,英语 / 法语,115分钟,115,,,,,剧情 / 爱情 / 情色,1968年法国学运前夕，孪生姐弟伊莎贝拉（伊娃•格林）和雷奥（路易斯•加瑞尔）因为电影，与来自美国的留学生马休（迈克尔•皮特）成为好朋友。姐弟两人将马休带到家中做客时，马休得到两人同是大学教授的父母的喜爱，住进他们家中，慢慢地，他喜欢上伊莎贝拉。 学运开始后大学停课，三个年轻人因无所事事在房间里玩起有关电影导演和台词的游戏，游戏进行当中，伊莎贝拉知晓马休对她有意思，联合雷奥要求马休与她做爱，自此，由于父母出门度假，三人开始了如伊甸园般的日子，马休也慢慢发现伊莎贝拉和雷奥有不伦恋情，三人关系开始发生微妙的变化，而外面正如火如荼进行着的学运，似乎与他们无关。
8,https://movie.douban.com/subject/2054933/,阅后即焚 Burn After Reading,CIA光碟离奇失窃案(港) / 即刻毁灭(台),阅后即焚 Burn After Reading / CIA光碟离奇失窃案(港) / 即刻毁灭(台),7.1,85927,伊桑·科恩 / 乔尔·科恩,乔尔·科恩 / 伊桑·科恩,乔治·克鲁尼 / 约翰·马尔科维奇 / 蒂尔达·斯文顿 / 弗兰西斯·麦克多蒙德 / 布拉德·皮特 / J·K·西蒙斯 / 凯文·苏斯曼 / 大卫·拉斯彻 / 理查德·詹金斯 / 伊丽莎白·玛维尔,2008,2008-08-27(威尼斯电影节) / 2008-09-12(美国),美国 / 英国 / 法国,英语,96分钟,96,,,,,剧情 / 喜剧 / 犯罪,本片根据曾于1977年至1981年间担任美国中央情报局局长的斯坦菲尔德·特纳的小说《高度机密：总统、中情局局长和特工》改编而成。 Osbourne（约翰·马尔科维奇 John Malkovich 饰）是CIA的资深分析员，因酗酒问题被开除。沮丧的Osbourne回到家中又不被老婆重视。他妻子Katie（蒂尔达·斯文顿 Tilda Swinton 饰）是个冷冰冰的职业医生，与财政部的Harry（乔治·克鲁尼 George Clooney 饰）偷情，在船上共度春光。Osbourne赌咒写一本自传来透露CIA的高极机密，却被一心想跟自己离婚的Katie错拿去记录调查自己的财政报告，后又不慎落在了健身房。被傻里傻气的健身房女员工Linda（弗兰西斯·麦克多蒙德 Frances McDormand 饰）和稍有点二百五的健身教练Chad（布拉德·皮特 Brad Pitt 饰）拾得，这下一直为整容手术费用发愁的Linda有了主意，决定去敲诈。这一群人的命运就因为这张光盘而发生了变化。
9,https://movie.douban.com/subject/2153526/,特工绍特 Salt,叛谍狂花(港) / 特务间谍(台) / 据理追击 / 埃德文·绍特 / 疾走特工,特工绍特 Salt / 叛谍狂花(港) / 特务间谍(台) / 据理追击 / 埃德文·绍特 / 疾走特工,7.3,147042,菲利普·诺伊斯,科特·维莫,安吉丽娜·朱莉 / 列维·施瑞博尔 / 切瓦特·埃加福 / 达尼尔·奥勒布里斯基 / 奥古斯特·迪赫 / 丹尼尔·皮尔斯 / 亨特·布洛克 / 安德鲁·布劳尔 / 奥莱克·克鲁帕 / 佐伊·利斯特·琼斯 / 奥莉亚·祖娃,2010,2010-07-19(加州首映) / 2010-07-23(美国),美国,英语 / 俄语 / 朝鲜语,100分钟,100,,,,,动作 / 悬疑 / 惊悚,结婚纪念日当天，CIA特工伊芙琳·绍特（安吉丽娜·朱莉 Angelina Jolie 饰）受命审讯一名投案自首的俄罗斯间谍。对方声称自80年代便潜入美国，并且透露有一名间谍大师曾训练数名儿童，将他们培养成间谍送入普通的美国家庭中，伺机刺杀美国总统。令在场所有特工震惊的是，这个俄国人竟指认绍特是这群孩子中的一员。 不顾CIA探员们的阻拦，绍特执意返回家中。经过一番惊险追逐，她暂时逃过昔日同伴的追捕。不久，俄罗斯总统访问美国，绍特再次卷入各种阴谋之中，而她的真实身份也变得愈加扑朔迷离……
