epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.21610738337039948	0.04684640094637871	0.2200849736829572	0.19731543958187103	0.082125224173069	0.21050480034008753
20.0	0.27427297830581665	0.06036859378218651	0.28548884106190153	0.240715891122818	0.1043265089392662	0.2647602635296607
30.0	0.28948548436164856	0.0644085556268692	0.3028073443018229	0.2487695962190628	0.10864873975515366	0.2766159776507818
40.0	0.28859061002731323	0.06538230180740356	0.3004667717828404	0.2501118779182434	0.10940531641244888	0.2768548391519356
50.0	0.2876957654953003	0.06394108384847641	0.2964056527021024	0.2480984330177307	0.10920101404190063	0.27339242571059075
60.0	0.28008949756622314	0.06228402629494667	0.28937633817932884	0.24317672848701477	0.10565237700939178	0.2676307428829058
70.0	0.2720358073711395	0.060315169394016266	0.2789445285403084	0.2427293062210083	0.10605491697788239	0.26317397631504336
80.0	0.268456369638443	0.05929715186357498	0.27597423812465915	0.23601789772510529	0.10456837713718414	0.2581656968896957
90.0	0.26756149530410767	0.05884983390569687	0.2749637754903285	0.23914989829063416	0.1057024598121643	0.2597176412781777
100.0	0.258165568113327	0.05704881623387337	0.27088156799183294	0.23959730565547943	0.10404714196920395	0.26072964047186914
110.0	0.25682327151298523	0.056746501475572586	0.26773058903380925	0.23579420149326324	0.10170909762382507	0.2559596997242685
120.0	0.26174497604370117	0.056607138365507126	0.269940641354689	0.2328859269618988	0.10067278146743774	0.25374451154478106
130.0	0.25771814584732056	0.055489346385002136	0.2653535333030761	0.2302013486623764	0.09902971237897873	0.24993669631134882
140.0	0.25234898924827576	0.054319802671670914	0.2636652585550019	0.2288590669631958	0.097726009786129	0.24975440468097834
