epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.20984341204166412	0.04668785631656647	0.2197356571659192	0.1879194676876068	0.08322392404079437	0.20626530427453807
20.0	0.2850112020969391	0.06358879059553146	0.29871297507707933	0.2440716028213501	0.10733949393033981	0.27238327910755994
30.0	0.29217004776000977	0.06489112973213196	0.30935506170081334	0.2521252930164337	0.11076512187719345	0.2827233127172089
40.0	0.2876957654953003	0.06393416970968246	0.30625983544042984	0.25369128584861755	0.1108032688498497	0.2834854469387545
50.0	0.2836689352989197	0.06075812131166458	0.29793707221163934	0.24809841811656952	0.1098618134856224	0.2751126889607981
60.0	0.27740493416786194	0.05912879854440689	0.28977329892084425	0.24765099585056305	0.10950278490781784	0.27179485596964276
70.0	0.27427294850349426	0.05851605162024498	0.2864618213077385	0.24228188395500183	0.10742711275815964	0.26698561535125576
80.0	0.27472037076950073	0.060166820883750916	0.2832015504292325	0.23646531999111176	0.1041562482714653	0.26048789421596835
90.0	0.26442956924438477	0.05705299973487854	0.2722386628293853	0.2340044528245926	0.1024283915758133	0.2548955693287654
100.0	0.26219239830970764	0.05750885605812073	0.2733654646536215	0.23042505979537964	0.10042694211006165	0.25365668851614315
110.0	0.25950783491134644	0.05755779892206192	0.2712801711530656	0.22841164469718933	0.09855906665325165	0.2520658734307078
120.0	0.25771811604499817	0.05683499947190285	0.2659483570992419	0.22662191092967987	0.09746481478214264	0.2476937426445307
130.0	0.2604026794433594	0.05700361728668213	0.2667919537043296	0.2255033552646637	0.0966448187828064	0.2465074233192664
